单价,建筑面积,总楼层数,室数,厅数,卫数,区_encoded,板块_encoded,楼层位置_encoded,房屋朝向_encoded,装修情况_encoded,建筑类型_encoded,建筑结构_encoded,交易权属_encoded,房屋用途_encoded,配备电梯_encoded,产权所属_encoded,总价
15468.0,122.84,17,3,2,2,1,45,0,20,3,5,5,0,4,0,1,1900000.0
15975.0,137.72,12,3,2,2,1,45,0,17,3,4,5,0,4,2,1,2200000.0
25097.0,181.7,13,4,2,3,6,84,0,17,1,4,0,0,4,2,1,4560000.0
20803.0,87.49,27,3,2,1,6,90,2,17,3,0,5,0,4,2,1,1820000.0
18302.0,125.67,18,3,1,2,8,31,2,17,3,5,5,0,4,2,0,2300000.0
11502.0,113.03,6,3,2,1,0,83,2,17,2,5,5,0,4,0,1,1300000.0
32826.0,127.34,18,4,2,2,8,79,2,17,3,5,5,0,4,2,1,4180000.0
21205.0,106.11,18,3,1,1,8,86,1,17,1,5,2,2,4,2,1,2250000.0
10358.0,82.07,33,2,1,1,8,86,0,17,2,4,5,0,2,2,1,850000.0
21210.0,73.08,18,2,1,1,9,87,0,20,0,4,5,0,4,2,1,1550000.0
10793.0,32.43,7,1,1,1,5,60,2,17,3,5,0,0,2,2,1,350000.0
7235.0,117.5,33,3,2,1,4,51,1,17,3,5,5,0,4,2,0,850000.0
19103.0,82.71,7,2,2,1,9,40,2,17,2,2,5,0,4,1,1,1580000.0
25203.0,124.99,10,3,2,2,8,47,0,17,3,4,5,0,4,0,0,3150000.0
8213.0,52.36,16,1,1,1,9,75,0,15,3,5,5,0,4,2,1,430000.0
6886.0,61.0,33,1,1,1,4,51,2,13,2,5,5,0,4,2,1,420000.0
25258.0,112.84,6,3,2,2,8,71,0,17,3,5,5,0,4,0,1,2850000.0
19424.0,127.68,28,4,2,2,8,31,1,17,1,4,5,0,4,2,1,2480000.0
19017.0,105.17,18,3,2,1,5,60,0,17,1,5,5,0,4,0,1,2000000.0
26966.0,88.26,18,2,1,1,8,61,1,17,3,4,5,0,4,2,1,2380000.0
22560.0,139.63,22,4,2,2,9,87,0,17,1,5,5,0,4,1,1,3150000.0
28733.0,90.49,28,3,2,1,8,8,0,17,0,4,5,0,4,2,1,2600000.0
26469.0,139.79,8,4,2,2,6,84,0,17,1,2,0,0,4,1,1,3700000.0
29306.0,132.4,15,4,2,2,8,17,0,17,3,4,5,0,4,2,1,3880000.0
9164.0,87.3,18,3,1,2,3,92,2,17,1,2,0,0,4,1,1,800000.0
27307.0,120.85,32,3,2,2,8,81,0,0,0,4,5,0,4,2,1,3300000.0
14979.0,128.85,6,3,2,2,1,34,2,17,3,4,5,0,4,0,1,1930000.0
34453.0,101.59,18,3,2,1,8,82,2,20,3,5,5,0,4,2,1,3500000.0
27656.0,91.12,18,3,1,1,8,61,2,17,3,4,5,0,4,2,1,2520000.0
15341.0,91.26,6,2,2,1,6,84,0,17,0,2,5,2,4,0,0,1400000.0
24530.0,85.61,26,3,2,1,5,60,1,17,3,5,5,0,4,2,1,2100000.0
17819.0,92.6,14,2,1,1,6,84,1,17,2,4,5,0,4,0,1,1650000.0
25003.0,83.99,6,3,2,1,6,90,1,17,3,4,1,0,4,0,1,2100000.0
13947.0,132.65,7,5,2,2,6,70,2,29,2,5,5,0,4,0,0,1850000.0
6701.0,132.82,20,4,2,2,1,53,0,16,1,2,0,0,4,1,1,890000.0
10051.0,106.46,27,3,2,2,4,51,1,17,3,2,0,0,4,1,1,1070000.0
10086.0,63.46,9,2,1,1,8,8,0,15,2,5,5,0,2,2,1,640000.0
32037.0,85.84,33,2,1,1,8,17,0,17,2,4,5,0,4,2,0,2750000.0
15661.0,57.47,16,2,1,1,1,45,2,17,3,0,5,0,4,2,1,900000.0
18389.0,156.62,5,5,2,2,8,61,2,17,2,4,5,0,4,0,1,2880000.0
27362.0,175.43,4,3,2,3,8,71,1,17,3,5,2,0,4,0,1,4800000.0
34135.0,136.52,33,3,2,2,1,45,2,20,3,5,5,0,4,2,0,4660000.0
18596.0,81.74,38,3,2,2,8,5,0,26,3,4,5,0,2,2,1,1520000.0
23227.0,159.3,15,3,2,2,6,84,0,17,3,5,5,0,4,2,1,3700000.0
12442.0,92.43,34,3,2,1,8,44,2,13,3,5,5,0,2,2,1,1150000.0
9358.0,101.52,25,3,2,1,4,51,0,17,1,5,5,0,4,2,1,950000.0
28896.0,103.13,6,3,2,2,6,84,2,17,3,5,5,0,4,2,1,2980000.0
35988.0,87.53,25,2,2,1,8,17,1,13,3,5,5,0,4,2,1,3150000.0
20647.0,81.37,18,2,2,1,9,40,2,17,1,0,5,2,4,2,0,1680000.0
20737.0,60.28,7,2,1,1,6,65,0,17,3,5,4,0,4,1,0,1250000.0
34835.0,117.7,18,3,2,2,8,5,0,17,0,5,5,0,4,2,1,4100000.0
24635.0,58.86,8,2,2,1,6,76,0,17,0,5,4,0,4,0,1,1450000.0
28457.0,52.36,4,2,1,1,9,40,1,17,0,5,5,0,4,0,1,1490000.0
6003.0,81.63,29,2,2,1,4,51,1,17,1,5,1,0,4,2,1,490000.0
25253.0,51.48,7,2,1,1,6,65,0,17,3,5,5,0,4,1,1,1300000.0
22063.0,77.01,18,2,1,1,8,61,1,20,0,5,5,0,4,2,1,1699000.0
21819.0,109.08,17,3,2,2,8,79,1,17,3,0,5,0,4,2,1,2380000.0
32111.0,161.94,11,4,2,2,8,8,1,20,3,5,5,0,4,2,1,5200000.0
8877.0,135.19,32,4,2,2,0,13,2,17,0,4,5,0,4,1,1,1200000.0
8602.0,127.89,10,3,2,2,4,51,0,17,1,5,5,0,4,2,1,1100000.0
8563.0,84.09,20,3,2,1,4,51,2,17,3,2,0,0,4,1,0,720000.0
22019.0,69.94,29,2,2,1,8,61,0,17,2,5,5,0,4,2,1,1540000.0
20931.0,152.89,5,4,2,1,1,45,0,17,3,5,5,0,4,0,0,3200000.0
14124.0,92.75,18,3,2,1,2,46,1,20,0,5,5,0,4,1,1,1310000.0
9488.0,41.0,21,1,1,1,5,57,1,11,3,5,5,0,2,2,1,389000.0
25306.0,100.77,17,3,1,1,8,89,2,17,1,5,5,2,4,2,0,2550000.0
16130.0,44.64,12,2,1,1,8,81,2,15,0,4,5,0,2,2,1,720000.0
19299.0,124.88,6,4,2,2,6,56,0,17,3,5,5,0,4,0,1,2410000.0
35572.0,89.96,35,3,1,1,8,86,2,17,3,0,5,0,4,2,1,3200000.0
24931.0,111.91,9,3,2,1,8,44,1,20,0,4,5,0,4,0,1,2790000.0
19503.0,94.86,26,3,1,1,5,60,1,17,3,2,0,0,4,1,1,1850000.0
12721.0,102.2,27,3,2,2,2,28,1,17,0,2,0,0,4,1,1,1300000.0
15414.0,96.67,15,3,2,1,8,86,0,17,3,5,5,0,4,2,1,1490000.0
35944.0,91.81,18,3,2,1,5,64,0,17,1,0,5,0,4,2,1,3300000.0
27844.0,165.21,13,4,1,2,6,50,2,17,0,5,5,0,4,2,0,4600000.0
33287.0,126.78,34,4,2,2,8,86,0,17,3,5,5,0,4,2,0,4220000.0
11389.0,83.42,31,2,1,1,3,38,1,17,1,5,1,0,4,1,1,950000.0
19250.0,70.13,4,2,2,1,6,65,2,17,3,2,2,0,4,1,0,1350000.0
26834.0,107.7,10,3,2,1,8,44,0,17,3,4,5,0,4,0,1,2890000.0
22508.0,99.08,24,3,2,1,8,61,1,17,3,4,5,0,4,2,1,2230000.0
21036.0,113.62,16,3,1,2,8,31,1,17,0,4,5,0,4,2,1,2390000.0
21677.0,72.89,8,3,1,1,6,56,0,17,2,5,2,0,4,0,1,1580000.0
23327.0,89.17,14,3,2,1,6,70,0,17,3,5,5,0,4,2,1,2080000.0
19489.0,100.06,18,3,2,1,9,87,1,17,3,5,5,0,4,2,1,1950000.0
8003.0,109.96,32,3,2,2,4,51,2,17,2,4,1,0,4,2,0,880000.0
8444.0,136.2,27,3,2,2,2,28,1,20,3,5,5,0,4,2,0,1150000.0
27662.0,95.8,27,3,2,1,8,61,2,17,3,4,5,0,4,2,0,2650000.0
36444.0,54.88,6,2,1,1,8,82,2,17,3,5,5,0,4,0,1,2000000.0
13577.0,113.43,9,4,2,2,2,28,0,17,1,2,1,0,4,2,1,1540000.0
10913.0,104.47,9,3,1,2,2,28,2,20,1,5,1,0,4,2,1,1140000.0
14286.0,105.0,14,3,2,2,5,37,2,17,1,4,5,0,4,1,0,1500000.0
15520.0,39.95,13,2,1,1,8,17,0,30,3,0,5,0,2,2,1,620000.0
23736.0,71.2,7,2,1,1,8,47,0,20,3,5,5,0,4,0,1,1690000.0
22953.0,79.73,11,3,2,1,1,45,0,17,3,2,0,0,4,1,1,1830000.0
20422.0,75.9,17,2,1,1,5,36,2,17,3,5,5,0,4,2,1,1550000.0
19715.0,108.04,17,3,2,2,1,34,0,17,1,4,5,0,4,2,1,2130000.0
13315.0,120.17,6,3,2,1,2,28,1,17,3,2,0,0,4,0,1,1600000.0
29574.0,87.24,24,3,1,1,8,1,0,17,3,4,5,0,4,2,1,2580000.0
14574.0,41.17,17,2,1,1,6,50,2,15,3,5,5,0,4,2,1,600000.0
5800.0,143.11,33,3,2,2,4,51,2,17,2,5,5,0,4,2,1,830000.0
11172.0,31.33,15,1,1,1,6,50,0,17,3,0,5,0,4,2,1,350000.0
29472.0,88.56,28,2,2,1,8,8,1,17,3,5,5,0,4,2,1,2610000.0
18465.0,100.19,6,3,2,1,6,19,1,17,3,5,5,0,4,0,1,1850000.0
7386.0,142.17,33,3,2,2,4,51,0,17,3,5,5,0,4,2,0,1050000.0
13276.0,119.02,7,3,2,2,1,34,0,17,3,4,2,0,4,0,1,1580000.0
21117.0,87.61,11,3,2,1,1,45,0,17,3,5,0,0,4,2,1,1850000.0
23804.0,111.33,22,3,2,2,9,87,2,20,3,5,5,0,4,2,0,2650000.0
25788.0,97.72,18,3,1,1,8,44,0,17,1,5,5,2,4,2,0,2520000.0
19237.0,65.5,7,2,1,1,6,56,1,17,2,2,0,0,4,1,0,1260000.0
22748.0,77.37,6,2,2,1,8,61,1,17,3,5,5,0,4,0,1,1760000.0
7141.0,114.84,24,3,2,2,4,51,2,20,1,2,0,0,4,1,1,820000.0
10587.0,89.74,26,3,2,1,2,28,1,17,1,4,1,0,4,2,1,950000.0
27635.0,106.75,20,3,2,2,9,35,1,17,3,5,5,0,4,2,1,2950000.0
20635.0,183.19,8,3,2,2,9,35,1,17,3,2,0,0,4,1,1,3780000.0
13069.0,95.65,5,3,2,1,5,37,0,17,0,2,0,0,4,1,1,1250000.0
23645.0,86.7,17,2,1,1,8,82,1,17,3,5,5,2,4,2,1,2050000.0
15598.0,68.6,22,2,1,1,9,75,0,17,3,4,5,0,4,2,0,1070000.0
11590.0,112.08,17,3,2,2,6,55,1,20,1,5,5,2,4,1,0,1299000.0
10210.0,38.2,17,1,1,1,5,57,0,17,3,5,5,0,2,2,1,390000.0
19763.0,75.9,18,2,1,0,6,19,0,17,3,4,5,0,4,2,1,1500000.0
20393.0,77.48,14,2,2,1,6,56,0,17,3,4,5,0,4,2,1,1580000.0
9488.0,41.0,21,1,1,1,5,57,1,11,3,5,5,0,2,2,1,389000.0
37502.0,94.93,9,3,2,1,8,8,0,21,3,5,5,0,4,2,0,3560000.0
8940.0,64.88,34,1,1,1,8,17,2,17,3,0,5,0,4,2,0,580000.0
17312.0,49.1,17,2,1,1,1,52,1,17,0,4,5,0,4,1,1,850000.0
33411.0,134.69,27,3,2,2,8,8,2,17,0,5,5,0,4,2,1,4500000.0
40115.0,139.6,33,3,2,2,8,61,2,17,1,5,5,0,4,2,1,5600000.0
27740.0,124.37,17,3,2,2,8,86,0,20,2,4,5,0,4,2,0,3450000.0
26280.0,101.98,33,3,2,1,8,1,2,17,3,5,5,0,4,2,1,2680000.0
22440.0,41.89,2,1,1,1,8,47,1,0,3,4,5,0,4,0,1,940000.0
17245.0,118.88,27,4,1,2,5,60,1,17,3,2,0,0,4,1,1,2050000.0
39853.0,100.37,9,3,2,1,8,8,2,17,0,4,5,0,4,2,1,4000000.0
16621.0,64.98,6,2,2,1,1,39,2,17,3,4,4,0,4,0,1,1080000.0
19349.0,95.1,18,3,2,1,8,86,1,17,1,4,5,2,4,1,1,1840000.0
30304.0,57.75,34,1,1,1,8,17,2,17,3,4,5,0,4,2,1,1750000.0
27614.0,76.05,18,2,1,1,6,65,1,17,0,5,5,2,4,2,1,2100000.0
20547.0,126.54,18,3,2,2,8,86,2,2,0,4,2,2,4,2,1,2600000.0
28031.0,137.35,25,3,2,2,8,17,1,17,3,5,5,0,4,2,0,3850000.0
13801.0,55.07,38,1,1,1,8,5,2,15,3,0,5,0,2,2,0,760000.0
29803.0,136.9,31,3,2,2,8,86,1,17,3,4,5,0,4,2,1,4080000.0
15433.0,168.48,6,4,2,2,1,26,2,17,3,5,5,0,4,0,1,2600000.0
4904.0,40.99,22,1,1,1,4,51,2,25,2,4,5,0,4,2,1,201000.0
8552.0,102.91,5,3,2,2,0,13,0,17,0,0,5,0,4,1,1,880000.0
13092.0,49.65,15,2,2,1,8,17,0,25,3,0,5,0,4,2,1,650000.0
20737.0,60.28,6,2,1,1,6,65,0,17,2,5,4,0,4,1,0,1250000.0
11440.0,87.42,11,2,1,1,3,92,2,17,0,4,5,0,4,1,1,1000000.0
17512.0,114.21,11,3,2,2,8,31,0,17,1,5,5,2,4,2,1,2000000.0
11580.0,50.09,18,2,1,1,5,60,1,17,3,5,5,0,2,2,1,580000.0
20903.0,109.08,21,3,2,2,6,90,2,20,3,5,5,0,4,2,1,2280000.0
14654.0,122.84,17,3,2,2,1,45,1,17,0,5,5,0,4,0,1,1800000.0
5691.0,117.74,33,3,2,1,4,51,2,20,2,5,5,0,4,1,1,670000.0
12673.0,89.17,6,2,2,1,8,86,0,17,1,4,5,2,4,0,1,1130000.0
16242.0,71.42,11,2,1,1,5,36,2,17,1,5,5,0,4,1,1,1160000.0
22446.0,88.66,26,3,2,1,5,60,1,17,3,4,5,0,4,2,0,1990000.0
13702.0,159.11,33,3,2,2,3,24,2,17,1,2,0,0,4,1,0,2180000.0
29288.0,128.04,11,4,2,1,5,57,1,17,1,5,5,0,4,1,1,3750000.0
7662.0,97.89,29,3,2,1,4,51,0,17,1,5,2,0,4,2,0,750000.0
22216.0,66.62,7,3,1,1,5,42,0,17,2,5,4,0,4,0,1,1480000.0
18230.0,99.84,18,3,2,1,8,31,2,17,1,4,5,2,4,1,0,1820000.0
27179.0,60.71,8,2,2,1,8,68,0,17,3,4,2,0,4,0,1,1650000.0
7427.0,141.12,6,5,2,1,6,59,2,17,1,0,1,2,4,0,1,1048000.0
17848.0,116.54,17,3,2,1,8,31,0,17,1,5,5,2,4,2,1,2080000.0
20356.0,77.62,7,3,1,1,6,70,0,17,0,5,2,0,4,0,1,1580000.0
16563.0,59.17,6,2,1,1,8,11,0,17,0,5,5,2,4,0,0,980000.0
14598.0,80.15,17,2,2,1,1,34,1,17,2,4,5,0,4,2,1,1170000.0
31613.0,132.86,33,3,2,2,8,86,1,17,3,4,5,0,4,2,0,4200000.0
17818.0,90.92,18,3,2,1,9,87,2,17,3,5,5,0,4,2,1,1620000.0
11158.0,121.89,9,4,2,2,2,28,2,20,3,2,0,0,4,1,1,1360000.0
22597.0,132.32,6,4,2,2,1,16,1,17,1,2,0,0,4,1,1,2990000.0
26583.0,139.19,17,4,2,2,9,35,0,17,3,4,5,0,4,1,1,3700000.0
12144.0,37.88,27,1,1,1,1,85,2,15,0,4,5,0,2,2,1,460000.0
29255.0,132.63,23,3,2,2,8,81,2,17,3,5,5,0,4,2,1,3880000.0
18889.0,84.18,10,3,1,1,9,75,0,17,3,5,2,0,4,2,1,1590000.0
25540.0,105.72,20,3,1,2,9,87,1,17,0,4,5,0,4,2,1,2700000.0
33313.0,125.48,33,4,2,2,8,86,2,17,0,5,5,0,4,2,0,4180000.0
32279.0,139.41,28,3,2,2,8,61,0,13,1,5,5,0,4,2,0,4500000.0
15706.0,52.21,22,2,1,1,8,17,0,25,0,0,5,0,4,2,0,820000.0
24651.0,113.59,7,3,2,1,8,47,0,20,3,5,5,0,4,0,1,2800000.0
18811.0,122.27,7,3,2,2,9,35,0,17,3,4,5,0,4,0,0,2300000.0
32705.0,183.46,30,4,2,2,8,8,2,17,2,5,5,0,4,2,0,6000000.0
33517.0,79.96,25,3,1,1,5,60,0,17,3,4,2,0,4,2,1,2680000.0
24654.0,137.91,8,3,2,2,1,34,0,17,3,4,5,0,4,1,0,3400000.0
29091.0,137.5,33,3,2,2,1,45,1,17,0,0,5,0,4,2,1,4000000.0
7934.0,88.23,22,3,2,1,4,51,1,17,3,5,5,0,4,2,1,700000.0
15326.0,88.74,18,2,1,1,6,90,0,17,1,4,5,2,4,0,1,1360000.0
23984.0,123.0,7,3,2,2,9,35,1,17,3,4,5,0,4,0,0,2950000.0
30034.0,121.53,18,4,2,2,6,56,1,17,3,2,0,0,4,1,1,3650000.0
15335.0,94.56,11,3,2,1,6,90,1,17,2,5,5,2,4,0,1,1450000.0
11100.0,115.32,8,4,2,2,0,13,2,17,1,2,0,0,4,1,1,1280000.0
19227.0,124.83,31,3,2,2,3,23,0,17,3,4,5,0,4,2,1,2400000.0
35653.0,126.78,34,4,2,2,8,86,0,20,0,5,5,0,4,2,0,4520000.0
32881.0,128.04,11,4,2,2,5,57,1,17,1,5,5,0,4,1,1,4210000.0
16711.0,86.77,10,3,2,2,9,10,0,17,0,2,0,0,4,1,1,1450000.0
13554.0,126.9,17,3,2,1,8,89,1,20,3,5,5,0,4,2,1,1720000.0
26864.0,87.48,11,3,2,1,6,19,0,17,3,5,5,0,4,0,0,2350000.0
6540.0,117.74,33,2,2,2,4,51,2,0,3,5,5,0,4,1,0,770000.0
19435.0,87.37,24,2,2,1,6,90,2,17,2,5,5,0,4,2,0,1698000.0
27219.0,121.24,18,4,2,2,6,56,1,17,3,4,5,0,4,2,1,3300000.0
25425.0,86.53,23,3,2,1,9,35,0,13,3,5,5,0,4,2,1,2200000.0
6606.0,90.08,33,2,2,1,4,51,2,13,2,5,5,0,4,1,1,595000.0
18342.0,60.52,11,2,1,1,6,90,0,17,1,5,5,2,4,2,1,1110000.0
41736.0,138.49,11,4,3,2,8,31,1,17,0,0,5,0,4,2,1,5780000.0
22738.0,107.75,11,3,2,1,5,60,0,17,1,5,5,0,4,2,1,2450000.0
22631.0,119.31,15,4,2,2,6,84,2,17,3,4,5,0,4,1,0,2700000.0
22795.0,138.19,5,4,3,3,5,37,0,17,1,2,0,0,4,1,1,3150000.0
42392.0,136.82,8,4,2,2,5,64,2,17,1,5,5,0,4,1,1,5800000.0
24303.0,102.46,9,3,2,1,8,47,0,20,0,5,5,0,4,0,1,2490000.0
23849.0,117.41,24,3,2,2,8,82,2,17,1,5,5,2,4,2,1,2800000.0
34181.0,87.77,18,3,2,1,8,5,1,17,0,5,5,0,4,2,1,3000000.0
16991.0,90.05,11,3,2,1,5,37,2,17,3,4,5,0,4,2,0,1530000.0
35216.0,89.45,11,2,2,1,8,86,2,17,3,4,5,0,4,0,1,3150000.0
18937.0,85.55,21,3,2,1,6,90,1,17,0,5,5,0,4,2,0,1620000.0
22308.0,121.93,26,3,2,2,8,61,2,17,3,5,5,2,4,2,1,2720000.0
37032.0,129.62,23,4,1,2,8,81,2,17,3,5,2,0,4,2,1,4800000.0
27569.0,103.38,23,3,2,2,8,79,2,17,3,5,5,0,4,2,1,2850000.0
15335.0,94.56,11,3,2,1,6,90,1,17,2,5,5,2,4,0,1,1450000.0
25416.0,88.53,18,3,2,1,8,79,0,17,3,4,5,0,4,2,0,2250000.0
28622.0,109.01,18,3,2,1,8,86,1,17,3,4,5,0,4,2,0,3120000.0
21453.0,95.56,27,3,2,2,1,34,1,17,3,4,1,0,4,1,1,2050000.0
7999.0,136.28,28,4,2,2,2,28,2,20,1,5,5,0,4,2,0,1090000.0
12038.0,90.55,6,2,1,1,6,84,2,17,1,5,5,2,4,1,1,1090000.0
20631.0,135.72,8,5,1,2,8,82,0,17,0,5,2,0,4,0,0,2800000.0
18321.0,144.65,11,6,3,3,1,45,2,17,3,5,5,0,4,2,1,2650000.0
17657.0,96.28,15,3,2,1,8,86,2,17,1,1,5,2,4,2,1,1700000.0
23833.0,125.88,30,3,2,2,8,1,0,19,2,5,5,0,4,2,1,3000000.0
16873.0,97.79,24,2,1,1,6,19,2,17,1,5,5,2,4,2,1,1650000.0
27338.0,106.08,30,3,2,2,8,79,2,17,3,5,5,0,4,1,1,2900000.0
38456.0,130.02,18,4,2,2,8,8,0,17,3,5,5,0,4,2,1,5000000.0
11906.0,46.87,30,1,1,1,1,45,0,17,3,0,5,0,2,2,1,558000.0
18353.0,130.77,27,4,2,2,1,34,0,17,3,4,1,0,4,1,1,2400000.0
13717.0,91.13,29,2,2,1,1,34,0,17,0,4,5,0,4,2,0,1250000.0
31248.0,136.97,17,4,2,2,6,56,2,17,0,1,5,0,4,2,0,4280000.0
19734.0,60.81,6,3,1,1,6,65,1,17,2,5,5,0,4,0,1,1200000.0
12067.0,100.28,17,3,2,1,8,11,0,17,2,5,5,0,4,2,0,1210000.0
9573.0,111.78,8,3,2,2,4,51,0,17,2,5,5,0,4,1,1,1070000.0
9794.0,194.0,33,3,2,3,4,51,2,4,1,5,5,0,4,2,0,1900000.0
34834.0,90.43,18,3,2,2,6,56,1,13,3,4,5,0,4,2,1,3150000.0
23975.0,78.0,26,2,2,1,9,35,0,17,3,2,5,2,4,2,1,1870000.0
18066.0,105.17,11,3,1,2,5,37,0,17,0,2,5,0,4,1,1,1900000.0
12684.0,124.57,10,3,2,2,6,59,1,17,2,5,5,2,4,1,1,1580000.0
11008.0,101.75,11,3,2,1,9,10,0,17,1,4,5,0,4,2,1,1120000.0
22484.0,50.26,7,2,1,1,5,60,0,17,2,5,5,0,4,0,1,1130000.0
23752.0,130.52,13,4,1,2,3,41,0,17,1,5,5,0,4,2,0,3100000.0
23105.0,136.34,9,3,2,2,1,34,1,20,3,1,5,0,4,1,1,3150000.0
27063.0,135.98,18,3,2,1,6,50,0,17,2,5,5,0,4,0,1,3680000.0
28832.0,142.9,4,4,2,2,8,8,0,17,3,5,5,0,4,0,1,4120000.0
31301.0,105.43,18,3,2,2,9,35,1,17,3,5,5,0,4,1,1,3300000.0
14162.0,128.52,7,4,1,2,5,37,0,17,0,2,0,0,4,1,1,1820000.0
10189.0,63.8,6,2,2,1,3,24,2,17,1,5,5,0,4,0,1,650000.0
24589.0,125.67,11,3,2,2,8,1,0,17,3,5,5,0,4,2,1,3090000.0
18359.0,76.26,7,3,1,1,6,70,0,17,2,5,2,0,4,0,1,1400000.0
18651.0,90.08,11,3,2,1,9,75,0,20,3,5,5,0,4,0,1,1680000.0
8182.0,95.34,33,2,2,1,4,51,0,17,3,5,5,0,4,2,0,780000.0
16635.0,52.3,22,2,2,1,8,17,2,0,0,0,5,0,4,2,0,870000.0
23770.0,58.9,8,2,1,1,6,56,0,20,2,5,4,0,4,0,0,1400000.0
8277.0,39.87,19,1,1,1,8,86,2,15,3,5,5,0,2,2,1,330000.0
35912.0,126.7,26,4,2,2,8,47,1,17,3,4,5,0,4,2,0,4550000.0
31358.0,110.02,18,3,2,1,5,57,0,20,1,4,5,0,4,1,1,3450000.0
6036.0,160.72,11,3,2,2,1,39,0,13,2,5,2,0,4,2,1,970000.0
23655.0,38.47,8,2,1,1,5,60,2,0,0,4,5,0,4,2,1,910000.0
31754.0,67.71,22,2,1,1,8,61,2,17,2,5,5,0,4,1,0,2150000.0
38343.0,119.45,18,3,2,2,8,8,1,17,3,4,5,0,4,2,1,4580000.0
12634.0,113.98,30,3,2,2,3,77,1,17,0,2,0,0,4,1,1,1440000.0
14778.0,100.15,11,3,2,1,9,87,1,17,1,5,5,0,4,2,1,1480000.0
32707.0,84.08,28,2,2,1,8,8,1,17,3,5,5,0,4,2,1,2750000.0
19740.0,80.55,8,2,2,1,6,70,1,17,2,5,4,0,4,0,1,1590000.0
34990.0,109.46,18,3,1,1,8,5,1,20,3,0,5,0,4,2,1,3830000.0
22508.0,72.42,14,2,1,1,6,84,2,20,2,5,5,2,4,2,0,1630000.0
18935.0,90.84,7,3,2,2,1,26,0,17,3,5,5,0,4,0,1,1720000.0
34017.0,139.64,33,4,2,3,6,56,2,17,3,5,5,0,4,1,1,4750000.0
9434.0,41.34,16,1,1,1,9,75,0,15,3,5,5,0,4,2,0,390000.0
31138.0,167.0,6,4,2,3,6,84,1,17,0,2,0,0,4,1,0,5200000.0
19573.0,104.74,22,3,2,1,1,34,1,17,3,4,5,0,4,2,1,2050000.0
9553.0,67.0,15,2,1,1,4,51,2,13,3,2,4,0,4,1,0,640000.0
32424.0,109.49,33,3,2,2,8,81,1,17,1,5,5,0,4,2,0,3550000.0
17725.0,155.15,18,4,2,2,1,34,2,29,1,4,5,0,4,2,1,2750000.0
17617.0,126.47,11,4,2,2,0,72,0,17,1,2,0,0,4,1,1,2228000.0
21441.0,160.91,32,3,2,2,8,81,1,17,0,5,5,0,4,2,0,3450000.0
14986.0,79.41,22,2,2,1,1,34,1,17,0,4,5,0,4,2,1,1190000.0
24883.0,66.23,7,2,2,1,8,3,0,17,3,5,5,0,4,0,1,1648000.0
18683.0,88.32,11,3,2,1,5,60,0,17,3,5,5,0,4,0,0,1650000.0
20200.0,106.44,27,3,1,2,5,60,1,17,1,5,5,0,4,2,1,2150000.0
32393.0,112.68,18,3,2,2,8,82,2,17,1,5,5,0,4,2,1,3650000.0
22543.0,97.15,14,3,1,1,6,84,1,17,3,5,5,0,4,2,1,2190000.0
7173.0,108.75,35,3,2,2,4,51,2,17,1,5,5,0,4,2,1,780000.0
20155.0,143.39,7,5,2,3,6,65,2,17,3,5,5,0,4,0,0,2890000.0
17099.0,116.97,24,3,2,1,8,89,1,17,0,5,5,2,4,0,1,2000000.0
21844.0,48.07,7,2,1,1,6,65,0,17,3,4,5,0,4,0,0,1050000.0
25024.0,127.88,9,4,2,2,8,31,2,17,2,0,5,0,4,1,1,3200000.0
26482.0,112.53,20,3,2,2,8,1,0,17,3,5,0,0,4,2,1,2980000.0
26606.0,109.0,15,3,2,2,6,70,2,17,3,5,1,0,4,1,1,2900000.0
26486.0,43.42,6,2,0,1,6,27,0,17,2,5,5,0,4,0,1,1150000.0
24315.0,129.55,11,3,2,2,8,17,0,17,3,4,5,0,4,2,1,3150000.0
28885.0,85.86,7,3,2,1,6,88,2,17,0,5,5,0,4,0,1,2480000.0
19845.0,64.5,7,2,1,1,6,65,2,17,3,2,0,0,4,1,0,1280000.0
26586.0,92.53,7,3,1,1,6,88,1,17,3,5,5,0,4,0,1,2460000.0
12729.0,111.56,16,3,2,2,2,46,2,20,2,0,5,0,4,1,1,1420000.0
30271.0,91.84,30,3,2,1,8,17,0,17,3,5,5,0,4,2,1,2780000.0
22950.0,111.55,9,3,2,1,8,82,0,17,3,5,5,0,4,2,1,2560000.0
28863.0,131.66,32,3,2,2,8,61,2,17,0,4,5,0,4,2,1,3800000.0
28881.0,166.2,6,3,2,2,1,45,1,20,3,4,5,0,4,2,0,4800000.0
9128.0,145.72,6,3,1,1,0,83,2,17,2,5,4,0,4,0,1,1330000.0
23708.0,79.72,6,3,1,1,8,71,2,17,3,5,4,0,4,0,0,1890000.0
16495.0,52.14,14,2,1,2,8,86,0,17,3,4,5,0,2,2,1,860000.0
20104.0,34.82,13,1,1,1,1,26,1,17,3,0,5,0,4,2,1,700000.0
20097.0,179.14,4,4,3,3,5,60,0,17,3,3,5,0,0,3,1,3600000.0
14429.0,117.13,6,3,1,2,6,84,2,17,3,5,5,0,4,0,1,1690000.0
23232.0,58.11,24,1,1,1,8,1,2,17,3,5,5,0,4,2,0,1350000.0
13516.0,77.69,4,2,2,1,5,37,0,17,2,2,0,0,4,1,0,1050000.0
